Share Names,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,Deliverable Qty,% Dly Qt to Traded Qty
Share42,8-Nov-16,252.7,253.7,254.1,248.65,252.75,252.65,251.37,9367228,2354620214,2522297,26.93
Share42,9-Nov-16,252.65,235,261.05,235,260.8,260,251.04,31761606,7973546902,8434624,26.56
Share42,10-Nov-16,260,267,284.2,265.25,281.35,281.3,277.76,50227559,13951278494,14611697,29.09
Share42,11-Nov-16,281.3,278.75,288.8,270.5,273.95,273,277.84,57937113,16097054855,11466984,19.79
Share42,15-Nov-16,273,275.15,283.45,270.7,278,278.2,277.97,48658808,13525913382,18007985,37.01
Share42,16-Nov-16,278.2,284,284.8,276.15,277.65,277.2,278.73,27532708,7674140337,10888066,39.55
Share42,17-Nov-16,277.2,278,282.2,275.6,278.7,277.45,279.38,19500760,5448120179,6431249,32.98
Share42,18-Nov-16,277.45,278.15,280,274.85,275.7,275.8,277,13389671,3708894422,3127828,23.36
Share42,21-Nov-16,275.8,277.15,277.6,255.85,258.5,257.35,264.47,26002028,6876820661,7295729,28.06
Share42,22-Nov-16,257.35,260.8,262.65,251.15,258,257.35,256.19,25631435,6566542907,4480233,17.48
Share42,23-Nov-16,257.35,259.8,260.35,254.75,258.05,258.65,257.72,16190033,4172524479,3815989,23.57
Share42,24-Nov-16,258.65,257.8,263,254.55,261.8,261.75,260.61,28927720,7538850285,11174382,38.63
Share42,25-Nov-16,261.75,263.5,264.5,258.35,260.85,260.95,261.08,19303589,5039728274,7194233,37.27
Share42,28-Nov-16,260.95,253.45,257.75,248,254.05,253.55,254.63,22315183,5682184077,6951546,31.15
Share42,29-Nov-16,253.55,254.25,256.5,252,253.15,252.7,254.52,12656706,3221370636,3910411,30.9
Share42,30-Nov-16,252.7,254,260.15,252.7,257.85,258.35,256.7,16501691,4235923109,5197713,31.5
Share42,1-Dec-16,258.35,259.65,261,254.65,256.4,255.65,257.1,12986151,3338763952,2873913,22.13
Share42,2-Dec-16,255.65,253.95,261.4,253,254.1,254.1,255.89,21139754,5409398610,5031421,23.8
Share42,5-Dec-16,254.1,254.4,257.8,253.2,257.7,256.9,255.82,8406973,2150634275,1597438,19
Share42,6-Dec-16,256.9,258.5,260.15,256.35,259.7,259.1,258.64,10048459,2598905530,2212103,22.01
Share42,7-Dec-16,259.1,260.35,262.75,251.65,256.35,255.6,258.19,22193202,5730158492,5391202,24.29
Share42,8-Dec-16,255.6,258.45,260.5,258.05,259.9,259.9,259.38,9047721,2346774456,2098509,23.19
Share42,9-Dec-16,259.9,260.8,267.2,258.8,266.6,266.65,264.21,16004173,4228457181,5188994,32.42
Share42,12-Dec-16,266.65,268.9,269.35,262.3,264,263.65,266.17,14296268,3805217499,4000048,27.98
Share42,13-Dec-16,263.65,264.9,266.75,261.55,266.05,266.15,264.38,9084137,2401648300,2460029,27.08
Share42,14-Dec-16,266.15,266,266.25,262.3,263,262.9,263.86,8672531,2288334461,3157637,36.41
Share42,15-Dec-16,262.9,259.9,267.5,259,265.35,265.4,264.98,12274497,3252488738,2382553,19.41
Share42,16-Dec-16,265.4,266.35,266.35,263.05,265.2,264.75,264.65,11017555,2915749487,4944483,44.88
Share42,19-Dec-16,264.75,263.35,264.5,260.85,261.3,261.35,262.48,8371299,2197293727,3315890,39.61
Share42,20-Dec-16,261.35,261.85,262.9,253.25,255.05,254.55,256.17,12765309,3270119103,3594514,28.16
Share42,21-Dec-16,254.55,256.1,258,254.1,254.6,255.35,256.1,8778450,2248147464,1805197,20.56
Share42,22-Dec-16,255.35,254.25,254.25,248.35,249.8,249.8,250.45,12981595,3251234407,4672099,35.99
Share42,23-Dec-16,249.8,249.75,251.8,247.8,249,249.15,249.85,10557157,2637727507,2644628,25.05
Share42,26-Dec-16,249.15,248,248.3,243.6,243.95,244.2,245.38,8592983,2108509256,2745424,31.95
Share42,27-Dec-16,244.2,244.6,249.95,243.1,248.6,248.75,245.62,8756536,2150781057,2124865,24.27
Share42,28-Dec-16,248.75,249.25,252.5,247.15,247.6,247.75,249.42,11747088,2929995163,3329930,28.35
Share42,29-Dec-16,247.75,247.65,248.85,245.5,247.2,247.65,247.45,10658616,2637435127,4540842,42.6
Share42,30-Dec-16,247.65,247.75,252.3,247.25,250.3,250.2,250.58,10538497,2640749859,3293706,31.25
Share42,2-Jan-17,250.2,252.5,253.65,242.6,243.55,243.6,244.8,25988990,6362168369,12078409,46.48
Share42,3-Jan-17,243.6,244,246.4,241.1,244.9,244.9,244.54,15963085,3903555799,4370526,27.38
Share42,4-Jan-17,244.9,245.8,246.4,242.2,243.2,242.9,243.96,11225978,2738650550,3632352,32.36
Share42,5-Jan-17,242.9,245,245.9,243.7,245.5,245.35,244.94,11970913,2932209490,4511456,37.69
Share42,6-Jan-17,245.35,246,249,245.5,246.05,245.9,247.1,12354302,3052714076,3393716,27.47
Share42,9-Jan-17,245.9,246.4,248.35,246,246.7,247.05,247.09,8329253,2058077249,2615006,31.4
Share42,10-Jan-17,247.05,247.7,249,246.4,248.9,248.3,247.64,9352013,2315926868,3888157,41.58
Share42,11-Jan-17,248.3,249.65,253.2,249,251.7,252.15,251.31,13415303,3371362587,4496383,33.52
Share42,12-Jan-17,252.15,252.9,254.45,250.55,251.15,251.25,252.31,11282323,2846690712,3565007,31.6
Share42,13-Jan-17,251.25,252,252.6,249.1,251,250.9,250.86,9333736,2341503043,2870258,30.75
Share42,16-Jan-17,250.9,251.05,256.4,250.7,256.4,255.75,254.48,13234727,3367988753,6268943,47.37
Share42,17-Jan-17,255.75,257.45,258.65,254.4,255.9,256,256.89,9480201,2435403299,2606666,27.5
Share42,18-Jan-17,256,257.1,259.3,256.6,258.3,258.35,258.06,8048897,2077100556,2556065,31.76
Share42,19-Jan-17,258.35,257.2,262,256.5,258.05,258.4,259.16,13029151,3376641377,4631679,35.55
Share42,20-Jan-17,258.4,258.5,260.5,250.3,251.2,251.05,254.94,15341756,3911266793,5848512,38.12
Share42,23-Jan-17,251.05,251,255.2,250.1,254.8,254.15,253.65,9339939,2369079645,3291451,35.24
Share42,24-Jan-17,254.15,255.1,257,254,254.6,254.9,255.53,13540202,3459953789,6203676,45.82
Share42,25-Jan-17,254.9,255.55,261,254.2,259.85,259.2,256.69,16343545,4195160280,9274609,56.75
Share42,27-Jan-17,259.2,260.3,268.2,259.5,266.5,266.45,264.82,18039379,4777271422,6528038,36.19
Share42,30-Jan-17,266.45,265.85,267.9,263.4,263.85,263.95,265.55,11884795,3155951480,4484109,37.73
Share42,31-Jan-17,263.95,261.15,263.85,259.65,260,260.35,261.37,8899165,2325949623,3298704,37.07
Share42,1-Feb-17,260.35,262,271.9,261.6,271.4,270.7,267.29,27253142,7284539235,8648465,31.73
Share42,2-Feb-17,270.7,271.85,275,268.7,272.75,273.3,272.45,20139955,5487069791,6787511,33.7
Share42,3-Feb-17,273.3,273,278.55,272,278.1,277.55,276.42,15366890,4247716105,5823909,37.9
Share42,6-Feb-17,277.55,280,282.5,276,276.55,277.05,279.46,14725291,4115106423,4007676,27.22
Share42,7-Feb-17,277.05,277.85,280,276.3,277.6,277.9,278.05,10981984,3053553687,3158033,28.76
Share42,8-Feb-17,277.9,278.1,279.25,272.6,278.7,277.2,276.47,13622088,3766103561,4651632,34.15
Share42,9-Feb-17,277.2,278.8,280.3,270.85,276.1,275.85,275.19,16080181,4425094459,4702318,29.24
Share42,10-Feb-17,275.85,278.75,282.8,275,275.2,276.35,279.51,37580487,10504277249,7610992,20.25
Share42,13-Feb-17,276.35,277.8,278.25,270.2,271.5,271.65,272.68,19853043,5413464501,7859215,39.59
Share42,14-Feb-17,271.65,272,273,268.1,269.6,270.2,270.61,13306738,3600976496,4723961,35.5
Share42,15-Feb-17,270.2,270.95,272.5,267.05,269.3,268.95,269.35,12201568,3286551255,4131482,33.86
Share42,16-Feb-17,268.95,277,277,269.65,270.4,270.5,271.89,21794688,5925860318,6441114,29.55
Share42,17-Feb-17,270.5,271.15,273.65,267.7,269.5,269.35,269.75,17830528,4809736858,7500497,42.07
Share42,20-Feb-17,269.35,269.9,271.55,268,269.5,269.65,269.51,9229363,2487437834,3475091,37.65
Share42,21-Feb-17,269.65,270,271.5,268.65,270.75,270.7,270.13,7754157,2094652568,2664456,34.36
Share42,22-Feb-17,270.7,271.9,274.7,269.5,271.7,272.3,272.59,12617613,3439486580,4806179,38.09
Share42,23-Feb-17,272.3,271.7,273,269.6,270.5,270.45,271.29,13146194,3566482786,7243813,55.1
Share42,27-Feb-17,270.45,270.8,271.45,267.6,268.2,268.25,269.02,9645350,2594791599,4606438,47.76
Share42,28-Feb-17,268.25,268.9,271.25,268,269,269.2,269.49,7941592,2140204769,2816662,35.47
Share42,1-Mar-17,269.2,270,273.3,269.8,271.7,271.75,271.94,7656892,2082232124,2004506,26.18
Share42,2-Mar-17,271.75,273,274.7,266.5,267.2,267.3,270.99,14220808,3853749498,4596797,32.32
Share42,3-Mar-17,267.3,266.25,268.9,264.25,265.55,265.05,265.78,10120034,2689695126,3907290,38.61
Share42,6-Mar-17,265.05,266.6,270.35,266.35,270.2,269.85,268.37,9515073,2553575503,3982426,41.85
Share42,7-Mar-17,269.85,270.8,270.9,266.4,267.7,267.8,267.78,11599142,3106065856,6347327,54.72
Share42,8-Mar-17,267.8,267.8,270.3,266,270.05,269.9,268.62,9122987,2450644917,3081623,33.78
Share42,9-Mar-17,269.9,269,273.9,268.4,273.15,273.25,272.15,15594429,4244086426,7576329,48.58
Share42,10-Mar-17,273.25,274.5,275.55,269.5,271.9,272.05,272.67,9557026,2605920571,3246642,33.97
Share42,14-Mar-17,272.05,278.4,278.4,273.8,274.75,274.65,275.43,15734886,4333927697,7747107,49.24
Share42,15-Mar-17,274.65,272.65,280.5,272.65,276.55,277.35,277.95,20055974,5574549417,9841167,49.07
Share42,16-Mar-17,277.35,278,280.2,276.05,279.05,279.3,278.38,18005184,5012226853,8827321,49.03
Share42,17-Mar-17,279.3,279.45,279.5,273.5,274,274.15,275.1,14265642,3924494839,7240757,50.76
Share42,20-Mar-17,274.15,274.75,274.75,271.8,273.9,273.9,273.41,9678185,2646065871,4612235,47.66
Share42,21-Mar-17,273.9,274.4,277.05,270.15,272.75,272.35,273.52,11898233,3254395841,4944113,41.55
Share42,22-Mar-17,272.35,270.3,271,266.8,267.75,267.5,268.74,9887203,2657109656,4670186,47.23
Share42,23-Mar-17,267.5,269,269.4,266.7,268.65,268.5,268.14,7998170,2144647607,4061076,50.78
Share42,24-Mar-17,268.5,269.5,278.95,268.65,275.95,276.5,275.33,20133467,5543261412,8243224,40.94
Share42,27-Mar-17,276.5,276,280.8,275.2,278.9,279.45,278.73,15966114,4450236935,5464685,34.23
Share42,28-Mar-17,279.45,280.65,282.9,278.5,282.2,282.1,280.87,18673371,5244849248,10584347,56.68
Share42,29-Mar-17,282.1,283.15,289.9,283.15,288.7,288.45,287.1,31008407,8902362947,16769893,54.08
Share42,30-Mar-17,288.45,289,293.75,288.85,291.4,291.05,291.33,19683170,5734340142,7306917,37.12
Share42,31-Mar-17,291.05,292,295,288.5,293.3,293.4,292.77,20185269,5909720950,6436380,31.89
Share42,3-Apr-17,293.4,294.8,295.7,292.2,293.4,293.15,293.83,10509610,3088047247,3224137,30.68
Share42,5-Apr-17,293.15,293.3,298.75,289.65,297,297.35,294.71,21936647,6465018487,9434760,43.01
Share42,6-Apr-17,297.35,295.45,297.55,291.45,292.25,292.85,294.35,18413111,5419869686,6325489,34.35
Share42,7-Apr-17,292.85,291.7,294.8,287.65,288.3,289.45,292.04,10765502,3143916049,3287133,30.53
Share42,10-Apr-17,289.45,289.8,290.35,286.55,290,289.35,288.81,10307875,2977057464,3192927,30.98
Share42,11-Apr-17,289.35,289.3,295.15,288.8,294.3,294.5,292.69,11682024,3419233562,4281388,36.65
Share42,12-Apr-17,294.5,294,295.45,289.1,290.25,290.15,291.41,13251421,3861572859,4725911,35.66
Share42,13-Apr-17,290.15,290.25,293.1,290,292,291.55,291.41,9944020,2897768875,3191327,32.09
Share42,17-Apr-17,291.55,291.1,292.75,288.5,290.2,289.9,289.82,8146800,2361107316,2782552,34.16
Share42,18-Apr-17,289.9,291.05,296.9,288.4,291.55,290.3,293.26,13457050,3946372593,3933986,29.23
Share42,19-Apr-17,290.3,291.55,291.75,282.9,284.9,284.05,286.36,18149995,5197414038,8414421,46.36
Share42,20-Apr-17,284.05,283.9,286.9,282.2,284.85,284.8,284.5,14514929,4129487458,5768064,39.74
Share42,21-Apr-17,284.8,287,287,279.25,282.4,282.2,282.73,12042308,3404704696,3890947,32.31
Share42,24-Apr-17,282.2,283.25,287.85,280.9,286.05,286.05,284.64,10077853,2868591397,3206400,31.82
Share42,25-Apr-17,286.05,287.5,288.8,285,285.9,286.05,286.69,11531902,3306125555,5021274,43.54
Share42,26-Apr-17,286.05,287.1,289.5,283.35,285.75,286.45,287.17,13836891,3973502444,5730697,41.42
Share42,27-Apr-17,286.45,286.45,287.95,281.05,282.9,282.05,283.58,22622372,6415248250,13404034,59.25
Share42,28-Apr-17,282.05,283,290.75,282.5,289.4,289.75,286.8,14152004,4058772925,4940261,34.91
Share43,30-Apr-15,313.75,310.75,314.95,305.2,309.5,309.35,310.57,69597,21614685,28465,40.9
Share43,4-May-15,309.35,310.6,333.6,310.6,320,321.15,323.48,240729,77871089.8,125386,52.09
Share43,5-May-15,321.15,321.5,323.8,312,313.95,313.85,317.69,113070,35921454.85,50371,44.55
Share43,6-May-15,313.85,313.3,314.25,298,299,300.5,302.88,159044,48171789.25,80977,50.91
Share43,7-May-15,300.5,299,311.95,296.6,301.7,300.25,305.55,110260,33689616.3,42967,38.97
Share43,8-May-15,300.25,305,325,305,323.9,322.75,317.24,181207,57486790.6,102628,56.64
Share43,11-May-15,322.75,324,352.8,324,341,339.45,342.46,296950,101693823.1,82764,27.87
Share43,12-May-15,339.45,341.35,349.5,330,336.75,337.95,340.19,153446,52201170.8,62255,40.57
Share43,13-May-15,337.95,339.25,352.95,339.25,349,349.7,348.4,208231,72546886.2,92818,44.57
Share43,14-May-15,349.7,351.2,352.9,344,349,348.95,349.29,85569,29888052.6,31471,36.78
Share43,15-May-15,348.95,349,352,340.1,345.5,343.25,347.06,85728,29753036.15,33351,38.9
Share43,18-May-15,343.25,346,357.75,344.25,349,348.3,350.87,154077,54060450.9,87119,56.54
Share43,19-May-15,348.3,348.2,351.1,343.25,348,344.9,348.87,80425,28058177.85,43904,54.59
Share43,20-May-15,344.9,347.5,351,345.05,349.8,349.05,349.12,49689,17347604.05,28888,58.14
Share43,21-May-15,349.05,349.95,369.95,347.1,362.9,363.45,363.1,298408,108351314,89358,29.94
Share43,22-May-15,363.45,362.7,373.9,352,356,357.1,363.75,165228,60101378.1,67440,40.82
Share43,25-May-15,357.1,357.1,366.5,351.95,365.7,363.9,362.27,87783,31801118.7,31511,35.9
Share43,26-May-15,363.9,367.9,369.8,355,360,358.75,360.87,82789,29876432.8,28973,35
Share43,27-May-15,358.75,355,365,352,357,355.65,358.6,47828,17151160.35,15560,32.53
Share43,28-May-15,355.65,358.5,361.6,336.25,354,353.6,349.84,77309,27045879.75,36296,46.95
Share43,29-May-15,353.6,356.75,370,354,358.8,362.15,362.09,331611,120074524,249921,75.37
Share43,1-Jun-15,362.15,361,362.9,343.8,345.65,348.05,350.55,97914,34324201.55,47355,48.36
Share43,2-Jun-15,348.05,348,350,330.15,335,332.35,337.53,126251,42613284.65,83074,65.8
Share43,3-Jun-15,332.35,338.95,338.95,303,310.45,308.8,319.98,120234,38472714.45,54730,45.52
Share43,4-Jun-15,308.8,312,317.7,298,301,301.05,304.83,132992,40539612.35,62388,46.91
Share43,5-Jun-15,301.05,295.55,315,295.55,306.8,305.5,307.97,98572,30357685.85,40274,40.86
Share43,8-Jun-15,305.5,306.8,311,300.65,301,302,304.15,61692,18763350.6,25993,42.13
Share43,9-Jun-15,302,299.95,308,298.2,298.3,300,302.95,68968,20893601.1,29418,42.65
Share43,10-Jun-15,300,300.05,308.95,300.05,303.4,303.45,304.87,74829,22813307.35,39598,52.92
Share43,11-Jun-15,303.45,306.75,309.5,291.05,291.85,293.35,298.52,60504,18061849.35,29569,48.87
Share43,12-Jun-15,293.35,290,296.5,281.25,284.85,284.85,287.78,68938,19839217.45,28820,41.81
Share43,15-Jun-15,284.85,284.85,289.9,278,280.2,280.8,284.22,63811,18136311.05,38182,59.84
Share43,16-Jun-15,280.8,280.3,285.8,280.3,284.5,284.5,284.51,78119,22225356.45,39783,50.93
Share43,17-Jun-15,284.5,287.95,290,284.05,285,285.8,286.87,83414,23928995.4,64455,77.27
Share43,18-Jun-15,285.8,285,341,283.55,335,334.65,322.36,882453,284468214.2,269512,30.54
Share43,19-Jun-15,334.65,337.7,346.9,328.1,332,331.3,337.15,314828,106145067.4,81404,25.86
Share43,22-Jun-15,331.3,333,345.8,330.25,344.8,342.75,339.77,195397,66389283.25,83030,42.49
Share43,23-Jun-15,342.75,343.2,351,336.2,340.1,339.8,344.17,135696,46702418.3,35180,25.93
Share43,24-Jun-15,339.8,341.3,344.95,329.95,331.05,332.3,338.03,61062,20640768.95,26742,43.79
Share43,25-Jun-15,332.3,329,359.95,329,333.5,336.6,347.22,364572,126587668.7,72858,19.98
Share43,26-Jun-15,336.6,334.9,338.75,330.75,331.2,332.5,334.75,87523,29298328.85,33876,38.71
Share43,29-Jun-15,332.5,325,331.8,318,331,328.8,325.15,76231,24786466.7,35850,47.03
Share43,30-Jun-15,328.8,330.8,338.9,330,332.1,333.35,334.23,53962,18035513,22757,42.17
Share43,1-Jul-15,333.35,331.9,347,331.9,336.35,337.1,340.61,98202,33448241.95,34608,35.24
Share43,2-Jul-15,337.1,339.8,346.65,336.5,342.85,342,342,83759,28645923.15,32599,38.92
Share43,3-Jul-15,342,338.6,353.4,338.6,343.05,344.35,345.45,423542,146311919.8,45187,10.67
Share43,6-Jul-15,344.35,339.85,347.7,334.1,343.8,343.55,341.5,66757,22797597.5,20560,30.8
Share43,7-Jul-15,343.55,346.8,352,341,344,344.5,347.3,88594,30769078.9,25081,28.31
Share43,8-Jul-15,344.5,340,344,331.55,333,333.65,336.75,67297,22662035.45,30569,45.42
Share43,9-Jul-15,333.65,339.7,342,334.2,335.6,335.55,338.01,52099,17609965.45,19310,37.06
Share43,10-Jul-15,335.55,338.95,343,336.4,337,338.95,340.04,47152,16033572.55,19292,40.91
Share43,13-Jul-15,338.95,349.4,354.8,345.7,348,348.05,349.52,117317,41005172.3,32437,27.65
Share43,14-Jul-15,348.05,351.4,354,347,348,348.05,350.18,70951,24845625.2,25323,35.69
Share43,15-Jul-15,348.05,348,364,345.6,353.5,351.95,357.14,151422,54078687.9,51957,34.31
Share43,16-Jul-15,351.95,353.9,359,348,352,351,353.56,39881,14100476.4,13447,33.72
Share43,17-Jul-15,351,355,357.4,342,348,345.75,351.41,103891,36508048.1,58587,56.39
Share43,20-Jul-15,345.75,349.05,353.7,345,352,350.3,349.95,45354,15871726.35,16182,35.68
Share43,21-Jul-15,350.3,352,352,342,345,343.15,347.44,36484,12675853.8,21185,58.07
Share43,22-Jul-15,343.15,340,347.8,337,343.3,344.4,343.77,24669,8480424.7,11935,48.38
Share43,23-Jul-15,344.4,344.8,354,340,341.9,341.9,346.09,46990,16262926.7,19621,41.76
Share43,24-Jul-15,341.9,341,347,338,342,341.2,343.48,33648,11557270.2,19236,57.17
Share43,27-Jul-15,341.2,339.65,345,337,345,342.35,340.8,60133,20493554.1,47702,79.33
Share43,28-Jul-15,342.35,347,347,335.1,336.15,336.55,341.3,116343,39707515.1,96049,82.56
Share43,29-Jul-15,336.55,339.35,343.2,333.2,335,334.65,338.68,131387,44498044.7,122028,92.88
Share43,30-Jul-15,334.65,337.8,340.9,331.95,333,333,335,75154,25176676.3,54019,71.88
Share43,31-Jul-15,333,333.55,343.5,333.25,342.55,341.7,340.44,52405,17840903.3,29722,56.72
Share43,3-Aug-15,341.7,344.1,352,341.7,346,345.3,346.26,37830,13098862.65,17076,45.14
Share43,4-Aug-15,345.3,348.6,348.6,339.35,342,343.65,343.23,35337,12128621.05,20834,58.96
Share43,5-Aug-15,343.65,344.95,355.8,344.95,349.8,348.9,351.18,73376,25768218,38792,52.87
Share43,6-Aug-15,348.9,333,335,313.25,326.9,323.1,324.62,261355,84842054.8,186112,71.21
Share43,7-Aug-15,323.1,329,332,323.5,330,329.4,327.04,85302,27897352.95,54426,63.8
Share43,10-Aug-15,329.4,336,340.85,331.05,339,337.9,336.64,58110,19562227.1,36845,63.41
Share43,11-Aug-15,337.9,339,350,327.8,329,328.9,332.52,136001,45222794.5,67621,49.72
Share43,12-Aug-15,328.9,329.65,330.45,320.8,321.55,322.75,324.33,52794,17122874.15,35729,67.68
Share43,13-Aug-15,322.75,330,334.7,317.6,325,325.1,321.66,146016,46966911.35,86986,59.57
Share43,14-Aug-15,325.1,325.1,338,325,333.9,334.75,330.34,35773,11817315.1,20152,56.33
Share43,17-Aug-15,334.75,340.45,340.45,328.25,331.1,331.3,332.08,35038,11635337.45,26134,74.59
Share43,18-Aug-15,331.3,327.1,334,323,330,330.2,329.34,37150,12235084.55,22241,59.87
Share43,19-Aug-15,330.2,327.8,336,325.25,335.5,335.05,333.27,44387,14792640.85,36612,82.48
Share43,20-Aug-15,335.05,337.65,338.7,327,327.2,327.95,331.09,145683,48233570.65,131604,90.34
Share43,21-Aug-15,327.95,325,326,317.2,323.5,323.5,323.2,13687,4423701.4,10669,77.95
Share43,24-Aug-15,323.5,318.4,318.4,260,285,285.6,290.3,90970,26408950.7,65726,72.25
Share43,25-Aug-15,285.6,285.8,292.95,254,285,284.35,274.11,114043,31260388.2,65602,57.52
Share43,26-Aug-15,284.35,280,296,274.1,296,290.25,289.67,39495,11440333.1,21703,54.95
Share43,27-Aug-15,290.25,295,307.6,291,305.2,305.2,300.13,30073,9025804.05,15396,51.2
Share43,28-Aug-15,305.2,309.4,324.45,296.4,299.5,299.9,314.66,81745,25721925.55,41435,50.69
Share43,31-Aug-15,299.9,300,314,296,310.45,311.45,306.18,22759,6968403.5,13300,58.44
Share43,1-Sep-15,311.45,297.25,311,293.5,296,296.15,300.56,18232,5479859.65,10551,57.87
Share43,2-Sep-15,296.15,288.2,308,288.2,295.9,294,296.31,18132,5372603.4,10935,60.31
Share43,3-Sep-15,294,300,311.2,297,299,299.4,302.41,121175,36645120.3,54413,44.9
Share43,4-Sep-15,299.4,299.4,303.4,281.55,288,287.3,287.92,61452,17693378.6,26904,43.78
Share43,7-Sep-15,287.3,284.25,306.7,284.25,292,290.65,295.7,50333,14883300.85,20360,40.45
Share43,8-Sep-15,290.65,297.75,302.9,289,290.2,292.05,293.72,86737,25476070.55,31459,36.27
Share43,9-Sep-15,292.05,298,300.5,290.4,292,291.85,295.59,61106,18062217.85,38701,63.33
Share43,10-Sep-15,291.85,291,295.45,288,290,290.2,290.67,44101,12819048.5,23802,53.97
Share43,11-Sep-15,290.2,291.5,295.8,283.6,284.3,286.55,290.71,68796,19999836.4,53348,77.55
Share43,14-Sep-15,286.55,288,292.8,285.1,287.5,287.8,288.89,15317,4424933.35,5030,32.84
Share43,15-Sep-15,287.8,298.9,298.9,282.05,282.9,283.05,285.67,25564,7302781.2,15409,60.28
Share43,16-Sep-15,283.05,291.8,291.8,274,274.4,275.5,278.46,45839,12764216.2,26600,58.03
Share43,18-Sep-15,275.5,278,282.75,271,272.25,273.85,276.26,81432,22496260.25,58401,71.72
Share43,21-Sep-15,273.85,271,289.5,271,289,287.95,283.49,67586,19160262.1,33318,49.3
Share43,22-Sep-15,287.95,288,291.4,276.1,277.4,277.6,282.74,35153,9939066.7,19976,56.83
Share43,23-Sep-15,277.6,275.1,288.35,275.1,287,286.45,283.18,24594,6964406.05,14770,60.06
Share43,24-Sep-15,286.45,282.7,287.9,282,282.95,283.25,285.68,15307,4372852.4,11003,71.88
Share43,28-Sep-15,283.25,289.35,294.8,282.5,285,286.85,288.42,44346,12790354.3,23857,53.8
Share43,29-Sep-15,286.85,279.65,284.4,279.5,281.8,281.15,281.95,17293,4875806.7,10027,57.98
Share43,30-Sep-15,281.15,283.05,288.6,280.75,283.8,282.4,284.84,26791,7631252.9,14830,55.35
Share43,1-Oct-15,282.4,281.25,287.9,281.25,284.1,282.95,283.52,52436,14866546.3,37945,72.36
Share43,5-Oct-15,282.95,287,289.9,282.55,283.1,283.3,284.56,38614,10987878.15,18386,47.61
Share43,6-Oct-15,283.3,287,289,283.7,286.5,287.9,286.16,25575,7318557.35,13317,52.07
Share43,7-Oct-15,287.9,292,292,285.35,285.8,286.25,288.04,24425,7035302.8,12844,52.59
Share43,8-Oct-15,286.25,289,289.4,283.4,287,286.4,285.75,21971,6278259.7,11016,50.14
Share43,9-Oct-15,286.4,287.7,289.45,285,285,285.25,285.92,12765,3649751.85,9472,74.2
Share43,12-Oct-15,285.25,288.7,288.7,282.5,282.5,283.05,284.78,8608,2451415.25,6401,74.36
Share43,13-Oct-15,283.05,283.45,285,277.5,279,279.15,280.03,17945,5025070.65,12427,69.25
Share43,14-Oct-15,279.15,280,283.4,275,276.8,276.5,278.72,25311,7054723.05,15692,62
Share43,15-Oct-15,276.5,276.1,283,276.1,280,280,279.99,36711,10278627.05,30846,84.02
Share43,16-Oct-15,280,281,288.9,277.25,286,285.6,281.91,43571,12283077.6,29669,68.09
Share43,19-Oct-15,285.6,287,287,277.9,284.65,283.4,281.86,46495,13104899.15,33941,73
Share43,20-Oct-15,283.4,280.05,285,279.25,279.55,280.15,281.65,36637,10318925.6,24073,65.71
Share43,21-Oct-15,280.15,278,287.8,277.6,278.1,278.65,282.99,29854,8448448.55,10442,34.98
Share43,23-Oct-15,278.65,285,285.9,274.25,276,275.65,278.77,18071,5037628.95,9692,53.63
Share43,26-Oct-15,275.65,276.5,278.35,271.5,273.95,273.25,274.18,14278,3914750.6,8638,60.5
Share43,27-Oct-15,273.25,274.25,274.35,263.5,264.15,264.35,267.15,49734,13286377.9,38397,77.2
Share43,28-Oct-15,264.35,264,274,260.5,263.25,264.55,266.25,135605,36105128.1,70672,52.12
Share43,29-Oct-15,264.55,264.9,270,260.3,262,261.85,264.62,44595,11800724.85,23213,52.05
Share43,30-Oct-15,261.85,261.1,267,261.1,264.9,264.25,264.08,427577,112915356.9,399756,93.49
Share43,2-Nov-15,264.25,260.3,269.35,257,264,262.75,261.06,39040,10191863.35,22138,56.71
Share43,3-Nov-15,262.75,263.7,274,261.9,264.9,266.2,264.51,466206,123316739.7,433207,92.92
Share43,4-Nov-15,266.2,265.2,273.5,213,267.9,268.95,247.64,1920492,475597589.8,838739,43.67
Share43,5-Nov-15,268.95,265.2,274,257.6,264,263.05,262.28,535755,140518177.2,476747,88.99
Share43,6-Nov-15,263.05,263.95,264,241.9,246.45,248.55,251.69,52344,13174549.5,40731,77.81
Share43,9-Nov-15,248.55,244.45,257,234.45,250.3,251.5,250.48,55452,13889622.5,27948,50.4
Share43,10-Nov-15,251.5,251.7,255.85,250,253,252.25,252.79,27566,6968507.5,19466,70.62
Share43,11-Nov-15,252.25,258.9,259.85,253.5,255,254.65,256.09,8349,2138131.35,4428,53.04
Share43,13-Nov-15,254.65,252.15,254.9,247.05,249,248.05,248.87,29601,7366713.25,18512,62.54
Share43,16-Nov-15,248.05,242.5,252.2,242.5,250,250.05,249.22,55986,13953019.2,41067,73.35
Share43,17-Nov-15,250.05,252.7,252.7,247.85,249.8,249.15,249.71,29195,7290321.45,23263,79.68
Share43,18-Nov-15,249.15,243.65,252.75,243.65,245.65,246.9,247.47,37218,9210284.35,28297,76.03
Share43,19-Nov-15,246.9,249.85,250,243.5,243.5,243.9,244.89,66203,16212135.85,53992,81.56
